"","product_name","fat_100g","saturatedFat_100g","carbohydrates_100g","sugars_100g","fiber_100g","proteins_100g","sodium_100g"
"48198","Griddle MeltApples & Cinnamon",6.34,1.41,38.03,12.68,1.4,4.23,0.239
"48201","Griddle MeltSausagHam & Bacon",9.86,4.23,23.94,1.41,1.4,9.86,0.521
"48208","Griechisches natives Bio-Olivenöl extra",92,13,0,0,0,0,0
"48210","Griess-Crème",7.5,4.4,16,12,0.5,4.5,0.03937008
"48216","Grignot' saveur barbecue",21.6,1.8,64.6,4.5,2.9,5.6,0.5905512
"48218","Grignot' saveur fromage",28.7,3.9,57.5,2.5,2.5,4.8,0.5905512
"48219","Grignotines Oignons et persil",0.59,0.15,76.44,0.87,3.82,7.18,1.523622
"48220","Grignotines Petit Épeautre Ail et Fines Herbes",50.4,6.8,10.2,0.2,11.2,17.7,0.04330709
"48222","Grignottes de poulet",10,3.8,6.2,3.8,0.7,20,0.4724409
"48224","Grignottes de poulet a l'Italienne LE GAULOIS",13,3.5,2.8,0.6,0.5,23,0.5511811
"48226","Grignottes de poulet cuites",11,3.3,1.6,1.2,0.2,30.9,0.6062992
"48229","Grignottes De Poulet NaturSachet De 500 GrammeMarque Carrefour",11,3.1,2.4,2,0.8,21,0.6299213
"48232","GRIGNOTTES NATURE DE POULET",11,3.3,1.6,1.2,0.2,20.9,0.6062992
"48236","Grill Cheese aux fines herbes",20,9,17,0.5,1.5,18,0.5905512
"48239","Grill Franks",28.73,10.355,2.005,0,0,10.91,0.882
"48241","Grill Knacks Végétal",28,2.1,1.9,1.6,6.1,7.7,1.023622
"48242","Grill MasteSaucBasting Brush & Pint Glass",0,0,26.47,14.71,0,0,0.647
"48244","Grill MateMontreal Steak Marinade",0,0,58.82,0,0,0,15.294
"48245","Grill MateMontreal Steak Smoked Sausage",22.73,7.58,7.58,1.52,1.5,12.12,0.909
"48246","Grill MateSmoked SausagBrown Sugar Bourbon",22.73,7.58,7.58,3.03,1.5,12.12,0.864
"48247","Grill MateSmoked SausagSmoky Applewood & Cheddar",22.73,9.09,7.58,1.52,1.5,13.64,0.939
"48248","Grill Mix",12.5,2.5,5,1.75,4,21,0.7086614
"48249","Grill PluHerb & Garlic",59.32,8.47,8.47,0,0,0,2.203
"48250","Grill PluInstant Marinade & Cooking SaucMesquite Grill",59.32,8.47,8.47,0,0,0,2.203
"48251","Grill ribs vegan",21,2,4,0.7,5,23,0.6299213
"48253","Grill Spray",0,0,0,0,0,0,0
"48254","Grill Style Beans",0.076,0,28.616,13.848,5.56,5.228,0.4094
"48255","Grill Style Firesides Beans",0,0,29.23,13.85,6.2,5.38,0.438
"48258","Grill végétal Escalopes soja & blé",12,1.3,11,1.2,5.3,17,0.6299213
"48262","Grille SaucMaple Chipotle",0,0,43.33,40,0,0,0.4
"48263","Grilled & Glazed Chicken Breast Fillets With Rib Meat & SeasoninTeriyaki",2.68,0.45,8.04,5.36,0,17.86,0.696
"48265","Grilled Artichoke Hearts",14.29,0,8.925,3.57,3.6,3.57,0.714
"48268","Grilled Asparagus Ravioli",7.14,4.02,29.46,0.89,2.7,11.61,0.384
"48269","Grilled Asparagus Spears",0,0,3.53,2.35,2.4,2.35,0
"48270","Grilled Barbecue SaucPineapple & Moonshine",0,0,30.56,30.56,0,0,0.778
"48272","grilled Cajun chicken breasspicy wedges & sour cream",1.6,0.6,7.8,2.7,1.3,8.9,0.0984252
"48276","Grilled Chicken And Sausage GumbReady To Serve Soup",0.82,0.2,6.12,0.41,0.4,2.86,0.245
"48279","Grilled Chicken Breast Cutlet",2.75,0.59,0,0,0,24.31,0.302
"48281","Grilled Chicken Breast Strips",2.2225,0.445,1.4775,0.595,0,24.03,0.4365
"48288","Grilled Chicken Soup",1.43,0.2,6.12,0.82,0.4,2.45,0.384
"48290","Grilled Chicken Teriyaki With Lo Mein Noodles",1.6,0.32,17.31,7.05,1,6.73,0.253
"48291","Grilled Chicken Wings Caribbean Style",39.29,3.57,0,0,0,10.71,0.4
"48293","Grilled Corn On The Cob Popcorn",25,8.93,60.71,3.57,7.1,7.14,1
"48294","Grilled Eggplant",8.18,0.91,6.36,0.91,0.9,0.91,0.291
"48295","Grilled Ground Beef Kabob",11.76,4.9,5.88,0.98,2,16.67,0.422
"48298","Grilled Mahi Mahi",1.03,0,12.98,1.18,0.6,7.08,0.168
"48299","Grilled Marinated Artichoke Hearts",9.43,0.94,6.6,0.94,3.8,1.89,0.368
"48301","Grilled Natural Chicken Fajita Strips",3.53,0.59,4.71,0,0,24.71,0.8
"48303","Grilled Pineapple Poblano Salsa",17.86,0,17.5,12.5,14.3,7.14,0.186
"48311","Grilled Vegetable Quesadilla",2.94,1.47,6.47,0.59,0.6,2.35,0.106
"48313","Grilled Vegetables",10,0,10,3.33,3.3,3.33,0.7
"48314","Grilled Vegetables Gourmet Flatbread Pizza",11.11,5.56,22.92,1.39,0.7,11.11,0.375
"48315","Grilled Veggie Burgers",6.34,2.11,7.04,0,5.6,21.13,0.493
"48316","Grilled White Chicken Pasta Alfredo",11.52,4.85,14.55,1.21,0.6,9.7,0.352
"48317","Grilled White Meat Chicken",3.53,1.18,2.35,1.18,0,20,0.576
"48318","Grilled Zucchini",8.18,0.91,4.55,0,0,0.91,0.336
"48319","Grillers Buffalo Bleu Patties",25.66,8.85,3.54,0.88,0,14.16,0.77
"48321","GrillerSteakhouse Seasoned",25.66,8.85,3.54,0.88,0,15.04,0.664
"48323","Grillettes Veau",15,6.7,14,1,2.9,12,0.4724409
"48324","Grillfumé",24,3.5,64,3.5,1.7,7,0.79
"48325","Grillin' & Dippin' Sauce",0,0,22.86,20,0,0,0.571
"48328","Grilling & Dipping Sauce",0,0,52.63,52.63,0,0,0.132
"48332","Grilling Sauce",5.835,1.04,18.75,13.335,1.65,0,2.067
"48333","Grilling Seafood Seasoning",30,0,40,20,20,20,4.4
"48335","Grilling Zucchini Planks",0,0,3.53,2.35,1.2,1.18,0.012
"48337","Grillo's PickleHalf Sour Pickles",0,0,1,0,0,0,0.18
"48340","Grimaldi CandieChips 'N ChocolatChocolate Covered Potato Chips",32.5,15,57.5,37.5,5,5,0.138
"48344","Grimmway FarmFruit & Vegetable Juices",0,0,12.5,10.625,0.8,0.21,0.0165
"48346","Grinioc",8.3,1.5,32,3.3,3.5,6.7,0.4330709
"48348","Grinioc Millet et Champignons",11,1.2,25,2,6,5.9,0.3937008
"48351","Grinioc Quinoa et tomates",11.3,1.1,25.9,2.9,6.7,6.1,0.5
"48353","Grinioc sarrasin et comté",14.1,3.6,24.7,0.35,6,8.3,0.42
"48355","GrinstudioDubble Bubblegum Ball Bank! & Bubble Gum",0,0,100,100,0,0,0
"48356","Griotte Cerise noire",0.2,0.2,48,47,1.1,0.5,0.01968504
"48360","Griottes Entières Denoyautées",0.1,0.1,10.2,8.4,0.9,1,0
"48362","Grippo'Sweet Maui OnioWavy Potato Chips",30,3,58,6,4,6,0.92
"48363","Grippo'Wavy Potato ChipCheddar & Horseradish",32,3,56,4,4,6,0.82
"48364","Grippo'Wavy Potato ChipSour Cream & Onion",32,3,56,2,4,6,0.54
"48366","Gris",10,10,10,1,100,1,3.937008
"48367","Grisbi chocolate",31.6,24.8,58.5,39.1,1.6,5.7,0.3070866
"48368","Grisbi Lemon Cream",31.4,14.4,57.4,29.9,1,6.3,0.12
"48369","Grischuna minipic",39,15,1.5,1,0.5,26,1.574803
"48370","Grisella",0.5,0,4,0.5,0.5,1,0.3503937
"48374","Griss d'or alle cipolle",12.4,4.6,66.4,3.6,4.5,12,0.7086614
"48376","Grissin BoWhole Wheat Toast",6.45,3.23,74.19,3.23,6.5,12.9,0.613
"48380","Grissini artigianale Rosmarino",7.7,1.2,75,2.7,3.6,11,0.7086614
"48381","Grissini artigianali Multi Semi",19,2.1,60,2.1,6.6,13,0.6299213
"48382","Grissini artigianali Rosmarino",11,1,73,2.9,3.5,11,0.8267717
"48390","Grissini CroccantOlio Extravergine D'oliva",13.5,1.9,65.3,1.2,4.3,12.5,0.738189
"48392","Grissini Graines de Sésame",11,1.7,64,0.68,4.4,13,0.721
"48395","Grissini Intergrali Valdadige",8.7,1.2,59.3,0.9,9.9,17.7,0.8661417
"48398","Grissini Piccoli Tomate & Basilikum",21,6.4,55,3.4,3.4,16,0.7874016
"48401","Grissini Sea Salt BreadstickSea Salt",11.54,7.69,53.85,0,7.7,15.38,1.077
"48402","grissini senza glutine schar",6.3,3.5,82,2.7,2,3.4,0.7874016
"48404","Grissini Stirati",11,3,68,3,3.8,10,0.7480315
"48405","Grissini Torinesi",9.633333,4.1,71.4,4.066667,3.633333,10.16667,0.9120735
"48406","Grissini Torinesi fini",8.3,3.1,71.9,3.5,3.2,10.1,1.023622
"48408","Grissini Torinessi",9,3.5,7.2,3,3,10,0.984252
"48414","Grissoni de trigo sarraceno",1.8,0.4,75,2.9,18.1,13,0.94
"48415","Grissotti Sesam",18.4,4.5,64.7,2.2,4.5,13.5,1.5
"48417","Grits",1.19,0,73.81,0,4.8,9.52,0
"48418","Grits With Broccoli And Cheese Sauce",5.26,1.75,70.18,8.77,7,10.53,1.105
"48420","Groene Munt Limoen",0,0,0,0,0,0,0
"48422","Groenteballetjes",13,1.5,6,3,5,13,0.5511811
"48424","Grog miel coup de froid",0.5,0,81,66,0,0,0.01181102
"48425","Grok",34,22.5,0,0,0,48,0.8
"48426","Grönsakskak600gr",11,7.2,13,1.4,0,3.1,0.2677165
"48428","Groovy CoHot CocoDark Chocolate",6.98,4.65,76.74,65.12,4.6,6.98,0.419
"48429","Groovy CoHot CocoSalted Caramel",6.98,4.65,76.74,65.12,4.6,6.98,0.605
"48430","Groovy CoHot CocoVanilla",10.47,9.3,74.42,67.44,0,9.3,0.267
"48433","Groovy Potato ChipCheddar CheesSour Cream",32.14,5.36,53.57,7.14,3.6,7.14,0.929
"48434","Groovy Potato ChipCincinnati Style Chili",32.14,5.36,57.14,0,3.6,7.14,0.714
"48437","Groovy Potato ChipOriginal",32.14,5.36,53.57,0,3.6,7.14,0.607
"48438","Groovy Potato Chips",32.14,5.36,53.57,0,3.6,7.14,0.607
"48441","Gros flocons d'avoine",7.1,1.3,62,1,12,11,0.003937008
"48442","Gros Flocons d'avoine",7.1,1.15,61.5,1,10.6,11.1,0.001968504
"48443","Gros Flocons d'Avoine",7.1,1.3,61.5,1,11.5,11.1,0.003937008
"48446","Gros Sel Blanc Iodé La Baleine,",0,0,0,0,0,0,38.58268
"48448","Gros Sel iodé",0,0,0,0,0,0,39
"48455","Grosses feves",1.53,0.25,58.29,5.7,22.8,23.6,0.01181102
"48459","Ground Angus Beef Patties",20,8,0,0,0,17.33,0.067
"48460","Ground Annatto",2.14,0,71.43,14.29,2.9,14.29,0.036
"48464","Ground Beef Burgers",8.93,3.57,0,0,0,20.54,0.067
"48465","Ground Beef Burgers (Omaha Steaks Burgers)",20.35,7.96,0,0,0,16.81,0.066
"48467","Ground Beef Chuck",19.555,8,0,0,0,16.885,0.0665
"48470","Ground Beef Patties",16.73429,6.587143,0,0,0,18.44429,0.067
"48473","Ground Beer",20.35,7.96,0,0,0,16.81,0.066
"48474","Ground Bison",9.775,3.555,0,0,0,19.105,0.0535
"48479","Ground Chicken",4.7975,0.8925,0.2225,0,0,20.3125,0.10825
"48482","Ground Chocolate",17.5,10,75,65,0,5,0.125
"48485","Ground Chuck Burger Patties",9.27,3.31,0,0,0,19.21,0.076
"48491","Ground Duck",11.61,3.12,0,0,0,16.07,0.268
"48492","Ground Elk",6.695,3.125,0,0,0,22.32,0.08
"48495","Ground FlaxseeCocoStrawberries & Blueberries",40,5,33.33,3.33,26.7,20,0.033
"48496","Ground Flaxseed Meal",42.86,3.57,35.71,0,21.4,14.29,0
"48498","Ground Golden Flaxseed",40,3.33,26.67,0,26.7,20,0
"48499","Ground Italian SausagMild",26.79,8.93,5.36,1.79,0,19.64,1.036
"48500","Ground Kabob Seasoning",0,0,40,40,0,0,8.4
"48501","Ground Lamb",23.21,10.71,0,0,0,16.96,0.058
"48502","Ground Nutmeg",0,0,0,0,0,0,0
"48504","Ground Organic Chicken Breast",1.34,0,0,0,0,23.21,0.067
"48507","Ground Pork",22.32,7.59,0.89,0,0,15.85,0.3405
"48509","Ground Sausage Chorizo",26.79,8.93,3.57,0,0,17.86,0.75
"48510","Ground Turkey",10.035,3.01,0.11,0,0,19.0625,0.07575
"48511","Ground Turkey Breast",1.115,0.225,0,0,0,24.105,0.0555
"48512","Ground White Pepper",0,0,0,0,0,0,0
"48513","Ground Zero Hot Sauce",0,0,16.67,16.67,0,0,0.75
"48516","Grouper Wild Caught Fillets",0.88,0,0,0,0,19.47,0.053
"48519","Grove SquarChai Latte",16.67,16.67,66.67,46.67,0,6.67,0.733
"48520","Grove SquarHot Cocoa Mix",13.33,13.33,73.33,40,6.7,6.67,1.333
"48524","Grove SquarSingle Cup Cappuccino MiFrench Vanilla",30,30,60,33.33,0,0,1.133
"48526","Grove SquarSingle Cup CideCarameApple",0,0,91.89,86.49,0,0,0.054
"48530","Grower DirecPremium California Almonds",50,3.57,14.29,3.57,10.7,21.43,0
"48531","GrowerDelicious Fruit Salad",0,0,12.86,9.29,1.4,0.71,0
"48534","GrowerPure Fruit SmoothieStrawberry Banana Splash",0,0,25,23.33,1.7,0.83,0
"48536","Grown In NaturSun-DriePitted Dates",0,0,75,63.64,6.8,2.27,0.091
"48538","Grrraw'Déj",14,1.5,56,23,9.7,9.7,0.02362205
"48539","Gruau",3.3,0.8,20,0.8,5.7,61,0
"48540","Gruau d'or",1,0.22,74.2,1,2.4,9.4,0.001968504
"48542","GrumMissioFajita Flour Tortillas",6.94,2.78,50,0,2.8,8.33,0.861
"48543","GrumMissioFiesta Size Restaurant Style Tortilla Rounds",21.43,5.36,67.86,0,7.1,7.14,0.268
"48546","Grüne Erbsen",1.4,0.3,41.2,3.3,16.6,22.9,0.02362205
"48548","Grüne Oliven mit Paprikapaste",15,3,0,0,2.3,0.9,1.4
"48549","Grüner Tee Mit MangPfirsich Und ZitruThé Des SableBeutePalais Des Thés",0,0,0,0,0,0,0
"48550","Grünkern",2.7,0.4,63.2,0.8,9.9,11.6,0.003937008
"48553","Gruyère allégé (14 % MG)",14,8.5,0.5,0.5,0,30,0.4133858
"48557","Gruyère fromage fondu",25,14,0.5,0,0,20,1.102362
"48562","Gruyère surchoix",32,19,0,0,0,27,0.5905512
"48564","Gruyères : Viande séchée",2.5,1,1,0.5,0.5,40,1.929134
"48570","Guacamole",13.11043,3.132174,6.475652,2.814783,4.112609,2.32087,0.3888744
"48572","Guacamole & Habanero SalsExtra Hot",6.67,0,6.67,0,0,3.33,0.783
"48573","Guacamole & Spicy PicHot",8.33,0,6.67,0,3.3,0,0.383
"48575","Guacamole Avocado Dip",13,3,10,0,4.5,2,0.3543307
"48576","Guacamole Caliente RecipSpicy",13.33,1.67,10,0,6.7,3.33,0.383
"48578","Guacamole Dip",12.31,2.47,13.175,4.95,0,1.615,0.6725
"48580","Guacamole Doux",18.6,2.1,1.8,1.8,4.2,1.9,0.3149606
"48586","Guacamole fresco Primaflor",19.3,4,6.1,4.5,1.6,2,0.5
"48588","Guacamole Mild Purée à l'avocat finement épicée",5.1,1.8,10.3,3.7,2.6,1.8,0.3031496
"48589","Guacamole Ole! Dip",0,0,80,0,0,0,3.6
"48590","Guacamole picante",17.2,2.4,3,1.4,3.2,1.5,0.511811
"48592","Guacamole saveurs d'ailleurs",9.1,3.1,8.7,2.9,1.6,1.1,0.4330709
"48593","Guacamole Snack",15.79,1.75,8.77,1.75,7,1.75,0.421
"48596","GuacamolMini100 Calorie CupMild",15.79,2.63,8.77,0,5.3,1.75,0.351
"48606","Guancamole Flavored Dip",30,10,3.33,3.33,0,3.33,0.633
"48607","Guandules verdes en conserva",0,0,22,2,0,3,0.2877953
"48608","Guangdong Hong Yuan FooClassic Series Sour & Sweet Hard CandGuava",0.6,0,75.4,7.5,0,0,0.04
"48609","Guaraná",0,0,10,10,0,0,0.01
"48615","Guava & Orange Fruit Juice Blend",0,0,8.33,7.08,0.8,0.42,0.01
"48616","Guava Butter",22.22,13.89,44.44,44.44,0,0,0.25
"48617","Guava Chunks In SyruGuava",0,0,20,20,0,0,0.057
"48619","Guava Fruit Bites",23.81,11.9,52.38,23.81,0,4.76,0.262
"48620","Guava Jelly",0,0,75,75,0,0,0.01
"48621","Guava juice drink",0,0,11.9,11.6,0.8,0.2,0.00787
"48628","Guava Pie",4.39,0.88,71.93,12.28,5.3,8.77,0.263
"48629","Guava Powder Drink MiGuava",0,0,100,95.65,0,0,0.109
"48630","Guava Roll Candy",22.73,0,90.91,59.09,11.4,4.55,0.009
"48631","Guava Roll With Pecan And Milk Nugate",2.9,0,86,21,0,1.6,0.056
"48632","Guava Syrup",0,0,63.52,60.37,0.4666667,0.45,0.01383333
"48633","Guava Tea",0.5,0,50,5,17.5,5.1,0.022
"48635","Guava With Milk",3.57,0,82.14,67.86,0,3.57,0.936
"48637","Guave-Erdbeer-Drink",0.1,0.03,10.5,10.5,1.5,0.2,0.001
"48639","Guayaba",0,0.2,10,0,6.8,1.1,0.023
"48643","Guernsey Farms Dair1/2% Lowfat Milk",0.42,0.42,5.42,5,0,3.75,0.056
"48644","Guernsey Farms Dair2% Reduced Fat Milk",2.08,1.25,5,4.58,0,3.33,0.05
"48649","Guernsey Farms DairGrade A Cultured Buttermilk",3.75,2.08,4.17,4.17,0,3.33,0.138
"48650","Guernsey Farms DairGrade A Pasteurized Chocolate Milk",3.75,2.08,12.92,12.08,0,2.92,0.05
"48651","Guernsey Farms DairHomogenized Milk",3.33,2.08,5,4.58,0,3.33,0.05
"48653","Guernsey Farms DairWhole Vitamin D Milk",3.33,2.08,5,4.58,0,3.33,0.05
"48655","Guida'1% Lowfat Milk",1.06,0.64,5.51,5.08,0,3.81,0.053
"48657","Guida'Whole Vitamin D Milk",3.39,2.12,5.51,5.08,0,3.39,0.053
"48659","Guigoz",3.4,1,7.8,5.1,0,1.3,0.01023622
"48661","Guigoz Croissance 3 Fibre",3,0.8,8.1,5.5,0.8,1.5,0.02362205
"48664","Guiltless GourmeOrganic Unsweetened Coconut Water",0,0,4,3,1,0.4,0.011
"48667","Guimauve Choco Ours",11.2,6.7,68.4,60.5,0.7,5.3,0.04330709
"48672","Guimauves coeur fondant",9.2,5.7,72,59,0.7,4.1,0.02755906
"48676","Guinness Draught",0,0,3,0.4,0,0.3,0.0007480315
"48677","Guisantes congelados Alipende",0.3,0,8.8,4.7,5.5,5.2,0.07
"48679","Guisantes congelados Carrefour",0.4,0.1,14.4,4.6,5.5,6.3,0.1
"48683","Guisantes en conserva",0.5,0,10.9,3.6,4.4,4.1,0.3
"48684","Guisantes Extrafinos",0.9,0.2,5.4,2.9,4.5,5,0.005
"48688","Guittar91% Cacao Extra Dark Chocolate",52.5,30,35,10,12.5,10,0.012
"48690","GuittarChoc-Au-Lait Vanilla Milk Chips",33.33,26.67,60,60,0,6.67,0.133
"48692","GuittarGreen Mint Baking Chips",30,30,66.67,66.67,0,6.67,0.1
"48696","GuittarSemi Sweet Chocolate",40,26.67,53.33,33.33,6.7,6.67,0
"48702","Gulaschsuppe",1.9,0.7,6,2.9,1,7.8,0.3543307
"48703","Gulf Brown Raw Shrimp",0.67,0,0.445,0,0,18.75,0.2835
"48707","GulloChocolate Wafer",23.08,13.46,73.08,0,3.8,3.85,0.058
"48708","GulloCoconut Wafer Cookies",22.58,14.52,67.74,32.26,3.2,3.23,0.065
"48711","Gullon Dietnature Sans Sucre",18,1.5,68,0.5,4,6,0.1574803
"48712","Gullon Sugar Free Biscuits Diet Nature Digestive",16,1.5,68,0.5,6.5,6.2,0.3543307
"48717","Gum : Sugarfree : Pêche",1,1,69,0.1,0.8,0.2,0
"48719","Gum Drops",0,0,89.075,55.8375,0,0,0.03525
"48722","Gum DropSweet & Gummy Candy",0,0,85,45,0,0,0.038
"48726","Gumball Machine With Gumballs",0,0,75,50,0,0,0
"48727","Gumballs",0,0,80,71.25,0,0,0
"48729","Gumbo",1.02,0.41,7.35,1.63,0.4,3.27,0.192
"48733","Gumbo Mix With Rice",0,0,72,0,4,8,2.96
"48734","Gumbo Pasta Dinner Mix",1.56,0,71.88,0,3.1,12.5,1.625
"48735","Gumdrops",0,0,69.23,46.15,0,0,0.141
"48739","Gummi Awesome Blossoms",0,0,60,46.25,0,5,0.025
"48740","Gummi Baby Bears",0,0,70,45,0,7.5,0.075
"48746","Gummi Bears CandPink GrapefruiGreen Apple & Watermelon",0,0,72.5,47.5,0,5,0.025
"48752","Gummi CandPeach Rings",0,0,79.07,62.79,0,4.65,0.023
"48755","Gummi Candy Corn",0,0,80,62.5,0,5,0.038
"48760","Gummi Dinosaurs",0,0,73.68,47.37,0,5.26,0.066
"48764","Gummi Fruit Cubes",0,0,85,52.5,0,0,0.2
"48766","Gummi Heart Treats",20,6.25,65,50,0,2.5,0.038
"48767","Gummi Hugs & Kisses",0,0,70,45,0,5,0.062
"48768","Gummi Jet Fighters",0,0,75,45,0,5,0.062
"48769","Gummi Military Heroes",0,0,75,20,0,5,0.062
"48772","Gummi Neon Worms",0,0,71.43,50,0,3.57,0.018
"48775","Gummi Peach Rings Candy",0,0,77.5,60,0,2.5,0.088
"48776","Gummi Peach Slices",0,0,84.21,63.16,0,0,0.079
"48777","Gummi Pink Pigs",0,0,80,62.5,0,5,0.05
"48781","Gummi Raspberries",0,0,74.36,51.28,0,5.13,0.077
"48783","Gummi Rings Candy",0,0,79.07,62.79,0,4.65,0.023
"48789","Gummi Snow Flurries",0,0,70,45,0,5,0.062
"48794","Gummi Turtles",0,0,71.79,56.41,0,2.56,0.077
"48795","Gummi Valentine Bears",0,0,72.5,47.5,0,5,0.025
"48797","Gummi Watermelon Rings",0,0,75,50,0,5,0.025
"48800","Gummi Worms Candy",0,0,73.9625,44.615,0,5.5775,0.0435
"48801","Gummi WormSour",0,0,76.32,50,0,5.26,0.105
"48803","Gummi Zoo Buddies",0,0,77.5,57.5,0,5,0.062
"48804","Gummie Bears Candy",0,0,64.29,46.43,0,3.57,0.071
"48806","Gummie Worms",0,0,71.43,47.62,0,7.14,0.06
"48807","Gummies",0,0,74.565,41.1675,0,5.925,0.01875
"48808","Gummies & Stickers",0,0,78.95,52.63,0,5.26,0
"48811","GummieStrawberries",0,0,76.19,42.86,0,7.14,0.083
"48814","Gummy Bands CandGrapBlue RaspberrStrawberry",0,0,73.33,46.67,0,6.67,0.067
"48818","Gummy BeaGreen Apple",0,0,72.5,47.5,0,5,0.025
"48819","Gummy Bear",0,0,78.205,50,0,6.41,0.032
"48822","Gummy Bear Cnady",0,0,72,48,0,4,0.024
"48823","Gummy BearPomegranate PuckeMango TangPerfectly PeacStrawberry Smash",0,0,58.04667,43.03,0,4.006667,0.01966667
"48824","Gummy Bears",0,0,73.36467,49.78667,0,5.168667,0.03386667
"48825","Gummy Bears CandAgave",0,0,78.95,39.47,0,0,0.105
"48827","Gummy Bears Confections",0,0,73.68,47.37,0,5.26,0.026
"48828","Gummy BeaStrawberry",0,0,84,48,0,6,0.03
"48830","Gummy Body Parts",0,0,82.22,31.11,0,6.67,0.022
"48832","Gummy Bunnies Candy",0,0,72.5,47.5,0,5,0.025
"48833","Gummy BunnStrawberry",0,0,72.5,47.5,0,5,0.025
"48836","Gummy Bunny CandCherry",0,0,72.5,47.5,0,5,0.025
"48837","Gummy Bunny Candy",0,0,76.92,46.15,0,5.13,0.064
"48839","Gummy Butterflies Candy",0,0,75,47.5,0,5,0.025
"48847","Gummy Carrots Candy",0,0,80,55,0,5,0.05
"48848","Gummy Cupcake Decorations",0,0,85.71,42.86,0,0,0.071
"48849","Gummy Ducklings",0,0,78.95,55.26,0,2.63,0.039
"48852","Gummy Finger Puppets",0,0,73.33,46.67,0,6.67,0
"48855","Gummy Fruit Salad",0,0,78.38,62.16,0,5.41,0
"48856","Gummy Gum DropCherry And Green Apple",0,0,73.68,47.37,0,5.26,0.026
"48861","Gummy Missing Body Parts",0,0,78.05,56.1,0,4.88,0.061
"48862","Gummy Peach Rings",0,0,78.75,57.2925,0,5.2925,0.01975
"48863","Gummy Peach Slices",0,0,82.5,42.5,0,5,0.025
"48867","Gummy Rainforest Frogs",0,0,72.5,47.5,0,5,0.025
"48872","Gummy Sour Mix",0,0,87.5,31.25,0,3.12,0.031
"48874","Gummy Sour Warms",0,0,73.68,44.74,0,5.26,0.053
"48877","Gummy With Fingers",0,0,75,32.5,0,7.5,0
"48884","Gunnoe'Cole Slaw",2.27,0.91,14.55,11.82,1.8,1.82,0.327
"48886","GunslingeSmokin' HoJalapeno Pepper Sauce",0,0,0,0,0,0,2.4
"48887","Gunther's GourmeLemon Oregano Vinaigrette & MarinadLemoOregano",60,6.67,6.67,0,0,0,0.267
"48888","Gunther's GourmeOrange Balsamic Vinaigrette & MarinadOrange Balsamic",6.67,0,13.33,13.33,0,0,0.1
"48889","Gunther's GourmeRoasted Garlic & Sun Dried Tomato Vinaigrette & Marinade",66.67,3.33,0,0,0,0,0.167
"48892","Gurley'Unsalted Peanuts",42.86,7.14,21.43,3.57,7.1,28.57,0.571
"48895","Gustaf'Dutch LicoricHot Pepper",0.5,0.25,82.5,62.5,0,0,0.022
"48896","Gustaf'FreewaPink Cadillacs Soft Fruit MiFruit Gummies",0.25,0.25,82.5,57.5,0,2.5,0.028
"48897","Gustaf'Wacky Racers Wild Gummy Ride Freeway Fruit Gummies",0,0,82.5,65,0,5,0.06
"48906","Guten Morgen Müsli",7,1.1,56,5.9,11,12,0.01181102
"48908","Guy Fier7 Pepper SalsHot",0,0,7.14,3.57,0,0,0.286
"48912","Guy Verguin Pur Jus de Pomme Cassis",0.02,0.002,10.68,9.65,0.65,0.18,0.001968504
"48916","GuyliaAssorted Belgian Chocolates",39.53,20.93,48.84,41.86,4.6,6.98,0.047
"48917","GuyliaBelgian Bittersweet Chocolate",35,22.5,52.5,0,7.5,5,0
"48918","GuyliaBelgian Chocolate TrufflLuxuriously Rich & Creamy",35.56,15.56,55.56,51.11,2.2,6.67,0.078
"48919","GuyliaChocolate Truffles",41.86,20.93,48.84,41.86,4.6,6.98,0.058
"48920","GuyliaLuxuriously Rich & Creamy Belgian Milk Chocolate TruffleSoft Caramel",23.81,14.29,61.9,54.76,2.4,4.76,0.179
"48922","guylian chocolats belge artisanal",38,22,48,45,0,6.6,0.09448819
"48926","Gyoza 90g - à la marque atelier blini",4.2,0.5,22.2,4.6,2.4,2.6,0.480315
"48927","Gyoza aux légumes",5.7,0.8,23.6,5,2,3.7,0.4370079
"48928","Gyoza Mandu aux piment rouge et légumes",7.9,0.9,17.8,1,2,11.9,0.476378
"48935","H&E TradinIncCookiEgg",15.56,8,73.33,33.33,0,6.67,0.2
"48937","H.K. Anderson Peanut Butter Filled Pretzel Nugets",23.3,5,50,6.67,6.67,16.7,1.1
"48941","H.T. TraderFusillEnriched Macroni Product",1.79,0,78.57,3.57,3.6,12.5,0
"48942","H.T. TraderKey Lime Buttons Tea Cookies",17.86,8.93,75,42.86,0,3.57,0.411
"48943","H.T. TraderMarinara Sauce For Pasta",5.56,0.79,7.94,3.17,1.6,1.59,0.317
"48946","H.T. TraderRaspberry Buttons Tea Cookies",17.86,10.71,75,42.86,0,3.57,0.179
"48948","H.T. TraderTomato Basil",10.61,1.14,7.58,3.03,1.5,1.52,0.333
"48953","H2alo100% Aloe PulPomegranate",0,0,12.26,12.26,0,0,0.015
"48954","H2aloAloe PulMango",0,0,12.68,12.68,0,0,0.015
"48955","H2aloAloe Vera JuicOriginal",0,0,11.83,11.83,0,0,0.015
"48956","Ha-Lush-Ka Enriched Egg Noodles",4.46,0.89,69.64,3.57,1.8,14.29,0.036
"48957","HA 2",3,1.4,8.4,6.9,0.5,1.6,0.02362205
